data,date,time,datetime,category,category_desc,matrix_id,rid,outLat,outLong,inLat,inLong
 איבים,20.05.2021,17:50:34,2021-05-20T17:51:00,1,ירי רקטות וטילים,1,14103,,,31.513,34.452
ניר עם,20.05.2021,17:50:34,2021-05-20T17:51:00,1,ירי רקטות וטילים,1,14102,,,31.513,34.452
נחל עוז,20.05.2021,17:31:59,2021-05-20T17:32:00,1,ירי רקטות וטילים,1,14101,,,31.513,34.452
מטווח ניר עם,20.05.2021,17:26:27,2021-05-20T17:26:00,1,ירי רקטות וטילים,1,14100,,,31.513,34.452
ארז,20.05.2021,17:26:27,2021-05-20T17:26:00,1,ירי רקטות וטילים,1,14099,,,31.513,34.452
שדרות,20.05.2021,17:26:27,2021-05-20T17:26:00,1,ירי רקטות וטילים,1,14098,,,31.513,34.452
 איבים,20.05.2021,17:26:27,2021-05-20T17:26:00,1,ירי רקטות וטילים,1,14098,,,31.513,34.452
ניר עם,20.05.2021,17:26:27,2021-05-20T17:26:00,1,ירי רקטות וטילים,1,14097,,,31.513,34.452
גבים,20.05.2021,17:26:27,2021-05-20T17:26:00,1,ירי רקטות וטילים,1,14096,,,31.513,34.452
 מכללת ספיר,20.05.2021,17:26:27,2021-05-20T17:26:00,1,ירי רקטות וטילים,1,14096,,,31.513,34.452
מטווח ניר עם,20.05.2021,17:22:25,2021-05-20T17:22:00,1,ירי רקטות וטילים,1,14095,,,31.513,34.452
ארז,20.05.2021,17:22:25,2021-05-20T17:22:00,1,ירי רקטות וטילים,1,14094,,,31.513,34.452
שדרות,20.05.2021,17:22:25,2021-05-20T17:22:00,1,ירי רקטות וטילים,1,14093,,,31.513,34.452
 איבים,20.05.2021,17:22:25,2021-05-20T17:22:00,1,ירי רקטות וטילים,1,14093,,,31.513,34.452
ניר עם,20.05.2021,17:22:25,2021-05-20T17:22:00,1,ירי רקטות וטילים,1,14092,,,31.513,34.452
גבים,20.05.2021,17:22:25,2021-05-20T17:22:00,1,ירי רקטות וטילים,1,14091,,,31.513,34.452
 מכללת ספיר,20.05.2021,17:22:25,2021-05-20T17:22:00,1,ירי רקטות וטילים,1,14091,,,31.513,34.452
זיקים,20.05.2021,17:21:23,2021-05-20T17:21:00,1,ירי רקטות וטילים,1,14090,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,17:21:23,2021-05-20T17:21:00,1,ירי רקטות וטילים,1,14089,,,31.513,34.452
נתיב העשרה,20.05.2021,17:21:23,2021-05-20T17:21:00,1,ירי רקטות וטילים,1,14088,,,31.513,34.452
כרמיה,20.05.2021,17:21:23,2021-05-20T17:21:00,1,ירי רקטות וטילים,1,14087,,,31.513,34.452
סעד,20.05.2021,17:20:41,2021-05-20T17:21:00,1,ירי רקטות וטילים,1,14086,,,31.513,34.452
נחל עוז,20.05.2021,17:20:41,2021-05-20T17:21:00,1,ירי רקטות וטילים,1,14085,,,31.513,34.452
כפר עזה,20.05.2021,17:20:41,2021-05-20T17:21:00,1,ירי רקטות וטילים,1,14084,,,31.513,34.452
אשדוד - ג,20.05.2021,17:14:39,2021-05-20T17:15:00,1,ירי רקטות וטילים,1,14083,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,20.05.2021,17:14:08,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14082,,,31.513,34.452
אשדוד - א,20.05.2021,17:14:08,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14081,,,31.513,34.452
אשדוד - יא,20.05.2021,17:14:07,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14080,,,31.513,34.452
מרינה,20.05.2021,17:14:07,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14080,,,31.513,34.452
אשדוד - ח,20.05.2021,17:14:07,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14079,,,31.513,34.452
ניר ישראל,20.05.2021,17:14:02,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14078,,,31.513,34.452
ניצנים,20.05.2021,17:14:02,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14077,,,31.513,34.452
ניצן,20.05.2021,17:14:02,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14076,,,31.513,34.452
באר גנים,20.05.2021,17:14:02,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14075,,,31.513,34.452
אשקלון,20.05.2021,17:14:02,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14074,,,31.513,34.452
בית עזרא,20.05.2021,17:13:52,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14073,,,31.513,34.452
זיקים,20.05.2021,17:13:32,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14072,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,17:13:32,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14071,,,31.513,34.452
כרמיה,20.05.2021,17:13:32,2021-05-20T17:14:00,1,ירי רקטות וטילים,1,14070,,,31.513,34.452
שלומית,20.05.2021,17:05:33,2021-05-20T17:06:00,1,ירי רקטות וטילים,1,14069,,,31.513,34.452
צוחר ואוהד,20.05.2021,17:04:51,2021-05-20T17:05:00,1,ירי רקטות וטילים,1,14068,,,31.513,34.452
מבטחים עמיעוז ישע,20.05.2021,17:04:31,2021-05-20T17:05:00,1,ירי רקטות וטילים,1,14067,,,31.513,34.452
כפר עזה,20.05.2021,17:02:14,2021-05-20T17:02:00,1,ירי רקטות וטילים,1,14066,,,31.513,34.452
נחל עוז,20.05.2021,17:02:04,2021-05-20T17:02:00,1,ירי רקטות וטילים,1,14065,,,31.513,34.452
תלמי אליהו,20.05.2021,17:00:01,2021-05-20T17:00:00,1,ירי רקטות וטילים,1,14064,,,31.513,34.452
שדה ניצן,20.05.2021,16:59:56,2021-05-20T17:00:00,1,ירי רקטות וטילים,1,14063,,,31.513,34.452
צוחר ואוהד,20.05.2021,16:59:56,2021-05-20T17:00:00,1,ירי רקטות וטילים,1,14062,,,31.513,34.452
נחל עוז,20.05.2021,16:59:56,2021-05-20T17:00:00,1,ירי רקטות וטילים,1,14061,,,31.513,34.452
מבטחים עמיעוז ישע,20.05.2021,16:59:51,2021-05-20T17:00:00,1,ירי רקטות וטילים,1,14060,,,31.513,34.452
ניר יצחק,20.05.2021,16:59:41,2021-05-20T17:00:00,1,ירי רקטות וטילים,1,14059,,,31.513,34.452
עלומים,20.05.2021,16:56:03,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14058,,,31.513,34.452
תקומה,20.05.2021,16:56:03,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14057,,,31.513,34.452
יושיביה,20.05.2021,16:56:03,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14056,,,31.513,34.452
שוקדה,20.05.2021,16:56:03,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14055,,,31.513,34.452
סעד,20.05.2021,16:56:03,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14054,,,31.513,34.452
תקומה וחוות יזרעם,20.05.2021,16:55:58,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14053,,,31.513,34.452
כפר מימון ותושיה,20.05.2021,16:55:58,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14052,,,31.513,34.452
זמרת ושובה,20.05.2021,16:55:58,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14051,,,31.513,34.452
נתיבות,20.05.2021,16:55:58,2021-05-20T16:56:00,1,ירי רקטות וטילים,1,14050,,,31.513,34.452
נתיב העשרה,20.05.2021,16:44:40,2021-05-20T16:45:00,1,ירי רקטות וטילים,1,14049,,,31.513,34.452
יד מרדכי,20.05.2021,16:44:40,2021-05-20T16:45:00,1,ירי רקטות וטילים,1,14048,,,31.513,34.452
ארז,20.05.2021,16:44:40,2021-05-20T16:45:00,1,ירי רקטות וטילים,1,14047,,,31.513,34.452
ניצן,20.05.2021,16:42:03,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14046,,,31.513,34.452
מבקיעים,20.05.2021,16:41:52,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14045,,,31.513,34.452
גיאה,20.05.2021,16:41:52,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14044,,,31.513,34.452
בת הדר,20.05.2021,16:41:52,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14043,,,31.513,34.452
בית שקמה,20.05.2021,16:41:52,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14042,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,16:41:47,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14041,,,31.513,34.452
אשקלון,20.05.2021,16:41:47,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14040,,,31.513,34.452
אזור תעשייה צפוני אשקלון,20.05.2021,16:41:47,2021-05-20T16:42:00,1,ירי רקטות וטילים,1,14039,,,31.513,34.452
תלמי יפה,20.05.2021,16:23:02,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14038,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,16:23:02,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14037,,,31.513,34.452
גברעם,20.05.2021,16:22:56,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14036,,,31.513,34.452
משען,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14035,,,31.513,34.452
גיאה,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14034,,,31.513,34.452
בית שקמה,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14033,,,31.513,34.452
נתיב העשרה,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14032,,,31.513,34.452
כרמיה,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14031,,,31.513,34.452
יד מרדכי,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14030,,,31.513,34.452
ארז,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14029,,,31.513,34.452
מבקיעים,20.05.2021,16:22:51,2021-05-20T16:23:00,1,ירי רקטות וטילים,1,14028,,,31.513,34.452
שדרות,20.05.2021,16:13:37,2021-05-20T16:14:00,1,ירי רקטות וטילים,1,14027,,,31.513,34.452
 איבים,20.05.2021,16:13:37,2021-05-20T16:14:00,1,ירי רקטות וטילים,1,14027,,,31.513,34.452
מטווח ניר עם,20.05.2021,16:13:22,2021-05-20T16:13:00,1,ירי רקטות וטילים,1,14026,,,31.513,34.452
מפלסים,20.05.2021,16:13:22,2021-05-20T16:13:00,1,ירי רקטות וטילים,1,14025,,,31.513,34.452
ניר עם,20.05.2021,16:13:22,2021-05-20T16:13:00,1,ירי רקטות וטילים,1,14024,,,31.513,34.452
נתיב העשרה,20.05.2021,16:05:40,2021-05-20T16:06:00,1,ירי רקטות וטילים,1,14023,,,31.513,34.452
כרמיה,20.05.2021,16:05:40,2021-05-20T16:06:00,1,ירי רקטות וטילים,1,14022,,,31.513,34.452
זיקים,20.05.2021,16:05:40,2021-05-20T16:06:00,1,ירי רקטות וטילים,1,14021,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,16:05:40,2021-05-20T16:06:00,1,ירי רקטות וטילים,1,14020,,,31.513,34.452
נווה,20.05.2021,16:04:24,2021-05-20T16:04:00,1,ירי רקטות וטילים,1,14019,,,31.513,34.452
יתד,20.05.2021,16:04:24,2021-05-20T16:04:00,1,ירי רקטות וטילים,1,14018,,,31.513,34.452
יבול,20.05.2021,16:04:24,2021-05-20T16:04:00,1,ירי רקטות וטילים,1,14017,,,31.513,34.452
אבשלום,20.05.2021,16:04:24,2021-05-20T16:04:00,1,ירי רקטות וטילים,1,14016,,,31.513,34.452
כרם שלום,20.05.2021,16:04:03,2021-05-20T16:04:00,1,ירי רקטות וטילים,1,14015,,,31.513,34.452
מפלסים,20.05.2021,16:01:10,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14014,,,31.513,34.452
יכיני,20.05.2021,16:01:10,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14013,,,31.513,34.452
גבים,20.05.2021,16:01:10,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14012,,,31.513,34.452
 מכללת ספיר,20.05.2021,16:01:10,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14012,,,31.513,34.452
תראבין א-צאנע ופזורה,20.05.2021,16:00:54,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14011,,,31.513,34.452
רהט והפזורה,20.05.2021,16:00:54,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14010,,,31.513,34.452
משמר הנגב,20.05.2021,16:00:54,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14009,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,20.05.2021,16:00:39,2021-05-20T16:01:00,1,ירי רקטות וטילים,1,14008,,,31.513,34.452
שתולים,20.05.2021,16:00:27,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14007,,,31.513,34.452
שדה עוזיהו,20.05.2021,16:00:27,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14006,,,31.513,34.452
גן יבנה,20.05.2021,16:00:27,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14005,,,31.513,34.452
ניר גלים,20.05.2021,16:00:02,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14004,,,31.513,34.452
אשדוד - ג,20.05.2021,16:00:02,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14003,,,31.513,34.452
בית עזרא,20.05.2021,16:00:02,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14002,,,31.513,34.452
אזור תעשייה עד הלום,20.05.2021,16:00:02,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14001,,,31.513,34.452
אשדוד - א,20.05.2021,15:59:57,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,14000,,,31.513,34.452
קבוצת יבנה,20.05.2021,15:59:56,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13999,,,31.513,34.452
מתחם בני דרום,20.05.2021,15:59:56,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13998,,,31.513,34.452
כרם ביבנה,20.05.2021,15:59:56,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13997,,,31.513,34.452
כפר אביב,20.05.2021,15:59:56,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13996,,,31.513,34.452
גן הדרום,20.05.2021,15:59:56,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13995,,,31.513,34.452
בני דרום,20.05.2021,15:59:56,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13994,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,20.05.2021,15:59:51,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13993,,,31.513,34.452
ניצן,20.05.2021,15:59:51,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13992,,,31.513,34.452
אשדוד - יא,20.05.2021,15:59:51,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13991,,,31.513,34.452
מרינה,20.05.2021,15:59:51,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13991,,,31.513,34.452
אשדוד - ח,20.05.2021,15:59:51,2021-05-20T16:00:00,1,ירי רקטות וטילים,1,13990,,,31.513,34.452
אבשלום,20.05.2021,15:58:49,2021-05-20T15:59:00,1,ירי רקטות וטילים,1,13989,,,31.513,34.452
שדה אברהם,20.05.2021,15:58:44,2021-05-20T15:59:00,1,ירי רקטות וטילים,1,13988,,,31.513,34.452
יתד,20.05.2021,15:58:44,2021-05-20T15:59:00,1,ירי רקטות וטילים,1,13987,,,31.513,34.452
דקל,20.05.2021,15:58:44,2021-05-20T15:59:00,1,ירי רקטות וטילים,1,13986,,,31.513,34.452
אזור תעשייה צפוני אשקלון,20.05.2021,15:54:11,2021-05-20T15:54:00,1,ירי רקטות וטילים,1,13985,,,31.513,34.452
מבקיעים,20.05.2021,15:53:35,2021-05-20T15:54:00,1,ירי רקטות וטילים,1,13984,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,15:53:35,2021-05-20T15:54:00,1,ירי רקטות וטילים,1,13983,,,31.513,34.452
אשקלון,20.05.2021,15:53:35,2021-05-20T15:54:00,1,ירי רקטות וטילים,1,13982,,,31.513,34.452
מבקיעים,20.05.2021,15:47:12,2021-05-20T15:47:00,1,ירי רקטות וטילים,1,13981,,,31.513,34.452
אשקלון,20.05.2021,15:47:12,2021-05-20T15:47:00,1,ירי רקטות וטילים,1,13980,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,15:47:07,2021-05-20T15:47:00,1,ירי רקטות וטילים,1,13979,,,31.513,34.452
נתיב העשרה,20.05.2021,15:47:07,2021-05-20T15:47:00,1,ירי רקטות וטילים,1,13978,,,31.513,34.452
כרמיה,20.05.2021,15:47:07,2021-05-20T15:47:00,1,ירי רקטות וטילים,1,13977,,,31.513,34.452
זיקים,20.05.2021,15:47:07,2021-05-20T15:47:00,1,ירי רקטות וטילים,1,13976,,,31.513,34.452
כיסופים,20.05.2021,15:43:16,2021-05-20T15:43:00,1,ירי רקטות וטילים,1,13975,,,31.513,34.452
באר שבע - דרום,20.05.2021,15:31:55,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13974,,,31.513,34.452
באר שבע - מזרח,20.05.2021,15:31:50,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13973,,,31.513,34.452
עומר,20.05.2021,15:31:50,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13972,,,31.513,34.452
באר שבע - צפון,20.05.2021,15:31:50,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13971,,,31.513,34.452
ואדי אל נעם,20.05.2021,15:31:50,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13970,,,31.513,34.452
לקיה והפזורה,20.05.2021,15:31:45,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13969,,,31.513,34.452
רהט והפזורה,20.05.2021,15:31:45,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13968,,,31.513,34.452
אזור תעשייה עידן הנגב,20.05.2021,15:31:45,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13967,,,31.513,34.452
באר שבע - מערב,20.05.2021,15:31:45,2021-05-20T15:32:00,1,ירי רקטות וטילים,1,13966,,,31.513,34.452
להבים,20.05.2021,15:31:14,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13965,,,31.513,34.452
רנן,20.05.2021,15:31:08,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13964,,,31.513,34.452
פדויים,20.05.2021,15:31:08,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13963,,,31.513,34.452
תל שבע,20.05.2021,15:30:48,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13962,,,31.513,34.452
נבטים,20.05.2021,15:30:48,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13961,,,31.513,34.452
באר שבע - דרום,20.05.2021,15:30:48,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13960,,,31.513,34.452
ואדי אל נעם,20.05.2021,15:30:42,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13959,,,31.513,34.452
אבו-תלול והפזורה,20.05.2021,15:30:37,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13958,,,31.513,34.452
שגב שלום והפזורה,20.05.2021,15:30:37,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13957,,,31.513,34.452
באר שבע - מזרח,20.05.2021,15:30:37,2021-05-20T15:31:00,1,ירי רקטות וטילים,1,13956,,,31.513,34.452
עומר,20.05.2021,15:27:35,2021-05-20T15:28:00,1,ירי רקטות וטילים,1,13955,,,31.513,34.452
באר שבע - מזרח,20.05.2021,15:27:35,2021-05-20T15:28:00,1,ירי רקטות וטילים,1,13954,,,31.513,34.452
באר שבע - מערב,20.05.2021,15:27:03,2021-05-20T15:27:00,1,ירי רקטות וטילים,1,13953,,,31.513,34.452
באר שבע - דרום,20.05.2021,15:27:03,2021-05-20T15:27:00,1,ירי רקטות וטילים,1,13952,,,31.513,34.452
פטיש,20.05.2021,15:26:42,2021-05-20T15:27:00,1,ירי רקטות וטילים,1,13951,,,31.513,34.452
מסלול,20.05.2021,15:26:42,2021-05-20T15:27:00,1,ירי רקטות וטילים,1,13950,,,31.513,34.452
קרית חינוך מרחבים,20.05.2021,15:26:42,2021-05-20T15:27:00,1,ירי רקטות וטילים,1,13949,,,31.513,34.452
עומר,20.05.2021,15:26:26,2021-05-20T15:26:00,1,ירי רקטות וטילים,1,13948,,,31.513,34.452
גילת,20.05.2021,15:26:26,2021-05-20T15:26:00,1,ירי רקטות וטילים,1,13947,,,31.513,34.452
בטחה,20.05.2021,15:26:26,2021-05-20T15:26:00,1,ירי רקטות וטילים,1,13946,,,31.513,34.452
רנן,20.05.2021,15:26:26,2021-05-20T15:26:00,1,ירי רקטות וטילים,1,13945,,,31.513,34.452
פדויים,20.05.2021,15:26:26,2021-05-20T15:26:00,1,ירי רקטות וטילים,1,13944,,,31.513,34.452
אופקים,20.05.2021,15:26:26,2021-05-20T15:26:00,1,ירי רקטות וטילים,1,13943,,,31.513,34.452
